ref_bacen;nu_ordem;inicio_plantio;final_plantio;inicio_colheita;final_colheita;data_vencimento;idempreendimento;idevento;idsolo;idirrigacao;idciclo;idgrao;idcultivar;idprograma;estado
513043208;1;;;;;10/11/2022;12000000000000;48;3;1;0;0;1;1;RS
510196267;1;01/06/2020;30/06/2020;01/11/2020;30/11/2020;03/02/2021;12000000000000;48;3;0;0;8;1;1;SE
509904522;1;01/06/2020;01/06/2020;30/10/2020;30/10/2020;10/02/2021;12000000000000;24;3;1;22;8;3;1;RS
508766097;1;20/10/2019;30/11/2019;10/03/2020;30/04/2020;15/07/2020;12000000000000;48;3;1;22;3;99;1;RS
513121792;1;29/11/2021;30/11/2021;20/04/2022;22/04/2022;20/06/2022;12000000000000;48;2;1;22;3;1;1;RS
508967472;2;15/11/2019;30/11/2019;01/04/2020;30/04/2020;20/08/2024;12000000000000;48;3;1;22;8;3;1;RS
511529411;1;30/05/2021;10/06/2021;20/07/2021;10/09/2021;13/02/2022;12000000000000;24;3;1;22;8;99;1;PR
509432358;1;25/02/2020;25/02/2020;28/05/2020;28/05/2020;17/08/2020;12000000000000;48;3;1;22;8;2;1;PR
509898133;1;15/05/2020;15/06/2020;20/10/2020;20/11/2020;10/02/2021;12000000000000;24;3;1;22;8;99;1;RS
512311809;1;11/09/2021;10/11/2021;14/02/2022;16/04/2022;15/07/2022;12000000000000;48;3;1;22;8;99;1;PR
512399041;1;10/10/2021;12/10/2021;06/02/2022;08/02/2022;17/10/2022;12000000000000;48;9;1;22;8;1;1;SC
508376222;1;01/06/2019;10/06/2019;15/08/2019;15/10/2019;11/07/2020;12000000000000;24;3;1;22;8;3;1;PR
512441829;1;20/08/2021;30/08/2021;31/12/2021;05/01/2022;30/03/2022;12000000000000;48;3;1;22;8;1;1;RS
512379894;1;01/11/2021;25/11/2021;03/03/2022;24/03/2022;23/06/2022;12000000000000;48;3;1;22;8;2;1;RS
512774598;1;10/10/2021;10/12/2021;30/03/2022;30/05/2022;15/08/2022;12000000000000;48;3;1;22;8;1;1;SC
508280048;1;30/05/2019;10/06/2019;22/10/2019;02/11/2019;20/03/2020;12000000000000;86;3;7;22;0;1;1;SC
510344637;1;01/09/2020;30/09/2020;10/03/2021;22/04/2021;01/07/2021;12000000000000;48;9;1;22;8;3;1;RS
508865407;1;21/08/2019;01/10/2019;15/01/2020;20/02/2020;21/05/2020;12000000000000;48;3;1;22;8;99;1;RS
508230212;1;01/05/2019;30/05/2019;01/08/2019;30/08/2019;01/07/2021;12000000000000;24;3;1;22;8;3;1;PR
508859178;1;01/11/2019;20/11/2019;01/04/2020;20/04/2020;14/08/2020;12000000000000;48;3;1;22;8;3;1;RS
514650908;1;20/08/2022;20/09/2022;10/01/2023;10/02/2023;20/05/2023;12000000000000;48;3;1;22;8;1;1;RS
507200643;1;11/09/2018;15/10/2018;15/01/2019;15/02/2019;25/10/2019;12000000000000;48;3;1;22;8;1;1;PR
512357618;1;15/09/2021;25/09/2021;05/02/2022;15/02/2022;15/08/2022;12000000000000;48;3;1;22;8;1;1;PR
512712204;1;06/11/2021;15/12/2021;15/03/2022;15/04/2022;15/07/2022;12000000000000;48;3;1;22;8;99;1;RS
513795862;1;12/06/2022;20/07/2022;01/10/2022;30/10/2022;29/04/2023;12000000000000;24;3;1;22;8;1;1;RS
512543207;1;20/11/2021;20/12/2021;04/04/2022;04/05/2022;05/08/2022;12000000000000;48;3;1;22;8;1;1;RS
513714832;1;14/05/2022;14/05/2022;21/09/2022;21/09/2022;15/12/2022;12000000000000;24;3;1;22;3;1;1;PR
511868281;1;01/06/2021;30/07/2021;01/10/2021;30/11/2021;01/03/2022;12000000000000;17;3;1;22;8;99;1;PR
506254640;1;01/01/2018;28/02/2018;20/05/2018;01/08/2018;13/11/2018;12000000000000;48;3;1;22;8;1;1;PR
512889848;2;20/10/2021;20/11/2021;01/02/2022;20/03/2022;29/01/2023;12000000000000;48;2;1;22;8;1;1;SC
512802488;1;15/10/2021;15/11/2021;15/03/2022;15/04/2022;01/01/2023;12000000000000;17;9;1;22;8;1;1;SC
511235950;1;16/03/2021;16/03/2021;19/06/2021;19/06/2021;15/09/2021;12000000000000;48;3;1;22;3;2;1;PR
513997102;1;11/06/2022;30/06/2022;20/10/2022;15/11/2022;14/01/2023;12000000000000;17;3;1;22;8;3;50;PR
506441232;1;11/05/2018;10/07/2018;03/10/2018;02/12/2018;15/03/2019;12000000000000;17;3;1;22;3;2;1;PR
506836573;1;12/06/2018;20/06/2018;30/10/2018;20/11/2018;01/05/2019;12000000000000;17;3;1;22;8;1;1;RS
514386660;1;02/09/2022;30/09/2022;05/01/2023;30/01/2023;20/04/2023;12000000000000;48;3;1;22;8;1;1;RS
513795096;1;10/04/2022;10/06/2022;01/08/2022;15/09/2022;01/11/2022;12000000000000;79;3;1;22;8;2;999;PR
511094550;1;05/11/2020;15/12/2020;01/05/2021;15/05/2021;20/06/2021;12000000000000;48;3;1;22;8;99;1;RS
511582991;1;18/02/2021;18/02/2021;28/06/2021;28/06/2021;15/09/2021;12000000000000;48;3;1;22;3;1;1;PR
506428565;1;11/06/2018;20/07/2018;10/11/2018;05/12/2018;13/07/2019;12000000000000;17;3;1;22;8;1;999;RS
511811505;1;26/02/2021;27/02/2021;26/05/2021;25/07/2021;13/01/2022;12000000000000;24;2;1;22;8;99;1;PR
510499510;1;10/08/2020;27/08/2020;08/02/2021;25/02/2021;07/07/2021;12000000000000;48;3;1;22;8;1;1;RS
508746399;1;25/10/2019;30/11/2019;15/03/2020;15/05/2020;18/10/2020;12000000000000;48;9;1;22;8;99;1;RS
511890484;1;01/06/2021;05/06/2021;01/10/2021;05/10/2021;03/07/2022;12000000000000;17;3;1;22;8;99;1;RS
512943606;1;15/11/2021;15/12/2021;20/03/2022;20/04/2022;20/07/2022;12000000000000;48;3;1;22;8;1;1;RS
512784935;1;01/10/2021;01/12/2021;27/02/2022;10/04/2022;10/07/2022;12000000000000;48;3;1;22;8;3;1;SC
508437463;1;28/06/2019;29/06/2019;17/10/2019;18/10/2019;15/01/2020;12000000000000;48;3;1;22;8;3;1;PR
512670419;1;15/09/2021;16/09/2021;03/01/2022;04/01/2022;11/04/2022;12000000000000;48;3;1;22;8;1;1;PR
507011056;1;21/09/2018;01/10/2018;15/02/2019;15/02/2019;04/07/2019;12000000000000;48;3;1;22;8;1;50;PR
513542991;1;26/02/2022;10/03/2022;15/05/2022;30/05/2022;20/08/2022;12000000000000;17;3;1;22;8;99;1;RS
513660872;1;20/06/2022;20/07/2022;15/11/2022;15/12/2022;15/03/2023;12000000000000;17;3;1;22;8;2;1;PR
508873517;1;18/09/2019;15/10/2019;02/03/2020;31/03/2020;10/08/2020;12000000000000;48;2;1;22;8;1;1;RS
9896234;2;01/06/2017;30/06/2017;01/12/2017;31/12/2017;20/01/2018;12000000000000;48;3;1;22;8;1;1;PR
507212473;1;10/10/2018;10/10/2018;12/02/2019;12/02/2019;15/08/2019;12000000000000;48;3;1;22;3;1;1;PR
512344250;1;25/10/2021;30/11/2021;04/03/2022;09/04/2022;15/06/2022;12000000000000;48;3;1;22;8;2;1;RS
507328993;1;11/09/2018;20/10/2018;15/01/2019;20/02/2019;25/10/2019;12000000000000;48;3;1;22;8;1;1;PR
511416715;1;25/01/2021;20/02/2021;02/05/2021;28/05/2021;03/09/2021;12000000000000;48;3;1;22;8;3;1;PR
9642693;2;01/05/2017;31/05/2017;01/12/2017;31/12/2017;15/02/2018;12000000000000;48;9;1;22;8;5;1;PR
513128886;1;15/11/2021;31/12/2021;20/03/2022;10/05/2022;09/09/2022;12000000000000;48;9;1;22;8;1;1;RS
510740123;1;21/09/2020;31/10/2020;15/02/2021;31/03/2021;26/08/2021;12000000000000;48;2;1;22;8;3;1;SC
506737362;1;15/05/2018;31/05/2018;10/10/2018;28/10/2018;14/07/2019;12000000000000;79;9;1;22;8;99;1;RS
513258521;1;21/12/2021;30/12/2021;01/05/2022;25/05/2022;25/11/2022;12000000000000;86;2;1;22;8;6;1;SC
512565298;1;01/11/2021;20/12/2021;20/03/2022;01/05/2022;20/07/2022;12000000000000;48;3;1;22;8;99;1;RS
507622458;1;02/10/2018;02/10/2018;10/02/2019;10/02/2019;08/08/2019;12000000000000;48;2;1;22;8;1;50;PR
508082176;1;15/02/2019;20/02/2019;26/05/2019;25/07/2019;15/10/2019;12000000000000;79;3;1;22;8;5;1;PR
513835516;1;15/07/2022;06/08/2022;22/12/2022;13/01/2023;20/04/2023;12000000000000;86;2;7;22;0;1;1;SC
506633867;1;21/05/2018;30/06/2018;01/11/2018;15/12/2018;16/03/2019;12000000000000;48;2;1;22;8;1;1;PR
512130742;1;05/07/2021;25/08/2021;12/12/2021;01/02/2022;15/04/2022;12000000000000;86;1;1;22;0;1;1;SC
513714462;1;01/05/2022;10/06/2022;01/09/2022;20/09/2022;02/01/2023;12000000000000;135;3;1;22;8;1;1;PR
513166147;1;01/12/2021;20/12/2021;10/04/2022;29/04/2022;15/07/2022;12000000000000;48;3;1;22;8;2;1;RS
513096990;1;20/11/2021;12/12/2021;15/03/2022;15/04/2022;05/07/2022;12000000000000;48;3;1;22;8;99;1;RS
513485054;1;15/02/2022;28/02/2022;19/07/2022;30/07/2022;28/12/2022;12000000000000;110;3;1;22;8;2;999;PR
511372135;1;15/12/2020;28/12/2020;01/04/2021;30/04/2021;20/10/2021;12000000000000;48;3;1;22;8;1;1;RS
508561197;1;25/05/2019;30/05/2019;15/09/2019;25/09/2019;29/01/2020;12000000000000;48;3;1;22;8;3;1;PR
9825016;1;01/03/2017;31/03/2017;01/10/2017;31/10/2017;01/04/2018;12000000000000;24;3;1;22;8;99;1;RS
509236230;1;25/10/2019;30/10/2019;23/03/2020;30/03/2020;26/12/2020;12000000000000;48;2;1;22;8;3;1;SC
507264950;1;01/07/2018;05/07/2018;01/11/2018;05/11/2018;17/07/2019;12000000000000;17;3;1;22;8;3;1;PR
511646733;1;05/03/2021;07/03/2021;10/07/2021;15/07/2021;10/11/2021;12000000000000;48;3;1;22;8;1;1;PR
511646733;1;05/03/2021;07/03/2021;10/07/2021;15/07/2021;10/11/2021;12000000000000;24;3;1;22;8;1;1;PR
512245800;1;05/11/2021;15/11/2021;01/04/2022;15/04/2022;20/06/2022;12000000000000;48;3;1;22;8;1;1;RS
508641053;1;20/10/2019;30/11/2019;20/03/2020;20/05/2020;15/07/2020;12000000000000;48;3;1;22;8;99;1;RS
512747505;1;20/10/2021;01/12/2021;15/03/2022;15/04/2022;27/06/2022;12000000000000;48;9;1;22;8;3;1;RS
512343287;1;20/09/2021;20/11/2021;30/03/2022;30/05/2022;15/07/2022;12000000000000;48;3;1;22;8;1;1;SC
511405852;1;15/02/2021;20/02/2021;15/06/2021;20/06/2021;14/12/2021;12000000000000;48;3;1;22;8;99;1;PR
504883459;2;01/05/2017;31/05/2017;01/11/2017;30/11/2017;14/02/2018;12000000000000;79;3;1;22;8;2;1;RS
506574127;1;20/04/2018;20/05/2018;10/11/2018;30/11/2018;20/08/2019;12000000000000;48;2;1;22;8;8;1;BA
512660091;1;01/11/2021;30/12/2021;01/04/2022;30/04/2022;26/08/2022;12000000000000;48;3;1;22;8;1;1;RS
512502341;1;10/09/2021;30/09/2021;15/02/2022;31/03/2022;30/06/2022;12000000000000;48;3;1;22;8;3;1;RS
512292576;1;;;;;10/08/2022;12000000000000;31;3;1;23;0;1;1;RS
512426043;1;01/01/2022;20/01/2022;01/05/2022;10/06/2022;13/09/2022;12000000000000;110;9;1;22;8;99;1;RS
508803697;1;10/10/2019;10/12/2019;20/03/2020;10/04/2020;04/07/2020;12000000000000;48;2;1;22;8;1;1;RS
512724190;1;15/09/2021;30/09/2021;20/02/2022;10/03/2022;05/09/2022;12000000000000;48;9;1;22;8;99;1;SC
512674983;1;19/11/2021;05/12/2021;29/03/2022;14/04/2022;15/06/2022;12000000000000;48;3;1;22;8;2;1;RS
507220004;1;05/10/2018;08/10/2018;07/02/2019;10/02/2019;15/08/2019;12000000000000;48;3;1;22;3;1;1;PR
506903373;1;21/09/2018;20/10/2018;20/01/2019;20/02/2019;10/10/2021;12000000000000;48;3;1;22;8;1;1;PR
512389522;1;01/10/2021;30/11/2021;15/03/2022;30/04/2022;26/07/2022;12000000000000;48;2;1;22;8;3;1;RS
510063631;1;21/05/2020;26/05/2020;20/10/2020;25/10/2020;14/02/2021;12000000000000;24;3;1;22;8;1;1;RS
510086557;1;01/06/2020;20/07/2020;31/08/2020;01/11/2020;01/05/2021;12000000000000;48;2;1;22;8;1;1;RS
512238826;1;18/11/2021;18/11/2021;28/03/2022;28/03/2022;15/06/2022;12000000000000;48;3;1;22;8;2;1;RS
513733895;1;21/05/2022;30/06/2022;01/10/2022;20/10/2022;15/01/2023;12000000000000;31;3;1;22;8;3;1;RS
511073826;1;11/02/2021;28/02/2021;15/07/2021;02/08/2021;03/11/2021;12000000000000;24;3;1;22;8;1;999;PR
513476137;1;10/02/2022;28/02/2022;02/06/2022;20/06/2022;15/09/2022;12000000000000;110;3;1;22;3;1;1;PR
514526388;1;30/08/2022;30/09/2022;01/02/2023;30/03/2023;29/06/2023;12000000000000;48;3;1;22;8;1;1;RS
512402656;1;09/10/2021;09/10/2021;11/02/2022;11/02/2022;15/09/2022;12000000000000;48;3;1;22;3;1;1;PR
510471700;1;31/10/2020;15/11/2020;25/03/2021;09/04/2021;20/06/2021;12000000000000;48;3;1;22;8;1;1;RS
9797854;1;01/05/2017;31/05/2017;01/11/2017;30/11/2017;10/01/2018;12000000000000;48;3;1;22;8;3;1;RS
513551202;1;11/05/2022;18/05/2022;18/09/2022;25/09/2022;15/12/2022;12000000000000;17;3;1;22;3;1;1;PR
514927231;1;21/10/2022;30/10/2022;15/01/2023;15/02/2023;16/05/2023;12000000000000;17;3;1;22;3;1;1;SC
509009550;1;15/10/2019;30/10/2019;15/04/2020;30/04/2020;28/06/2020;12000000000000;48;2;1;22;8;3;50;MS
514379770;1;01/08/2022;30/08/2022;01/01/2023;01/02/2023;03/05/2023;12000000000000;48;3;1;22;8;1;1;RS
510505197;1;01/08/2020;01/09/2020;01/01/2021;01/02/2021;03/05/2021;12000000000000;48;3;1;22;8;99;1;RS
512651920;1;05/10/2021;06/10/2021;27/01/2022;29/01/2022;05/05/2022;12000000000000;48;3;1;22;8;1;1;PR
508206152;1;21/05/2019;20/06/2019;01/10/2019;20/10/2019;08/04/2020;12000000000000;31;2;1;22;8;1;1;RS
512721479;2;20/11/2021;15/12/2021;15/03/2022;15/04/2022;07/08/2022;12000000000000;48;2;1;22;8;3;1;RS
1642834;1;;;;;22/07/2014;12000000000000;48;3;1;22;8;1;1;SC
512957291;1;11/10/2021;12/10/2021;10/02/2022;10/02/2022;21/07/2022;12000000000000;48;3;1;22;8;99;50;PR
510371921;1;05/10/2020;28/10/2020;27/02/2021;22/03/2021;15/06/2021;12000000000000;48;3;1;22;8;2;1;RS
511794312;1;10/04/2021;31/05/2021;01/10/2021;30/11/2021;28/01/2022;12000000000000;48;3;1;22;8;1;50;BA
511565209;1;21/05/2021;30/06/2021;20/10/2021;20/11/2021;10/02/2022;12000000000000;48;3;1;22;8;99;1;RS
512324752;1;01/11/2021;30/11/2021;15/03/2022;30/03/2022;15/06/2022;12000000000000;48;9;1;22;8;99;1;RS
510622964;1;02/11/2020;02/01/2021;01/04/2021;30/05/2021;20/07/2021;12000000000000;110;3;1;22;8;1;1;RS
508717174;1;20/09/2019;10/10/2019;31/03/2020;30/04/2020;18/10/2020;12000000000000;48;9;1;22;8;99;1;RS
510574823;1;;;05/12/2020;05/02/2021;29/10/2021;12000000000000;31;9;4;22;0;11;1;SC
510574823;1;;;05/12/2020;05/02/2021;29/10/2021;12000000000000;24;9;4;22;0;11;1;SC
513987422;1;01/05/2022;10/06/2022;10/12/2022;20/01/2023;14/03/2023;12000000000000;17;2;0;0;8;1;999;AL
510862040;1;20/09/2020;30/09/2020;20/01/2021;20/02/2021;20/05/2021;12000000000000;48;3;1;22;8;99;1;RS
512353491;1;01/11/2021;24/12/2021;26/03/2022;30/04/2022;22/07/2022;12000000000000;48;3;1;22;8;2;1;RS
512456120;1;01/11/2021;30/11/2021;15/03/2022;15/04/2022;02/08/2022;12000000000000;48;2;1;22;8;6;1;RS
511874656;1;25/05/2021;12/06/2021;02/10/2021;20/10/2021;20/03/2022;12000000000000;17;2;1;22;8;2;1;RS
508423648;1;21/05/2019;10/07/2019;30/09/2019;30/10/2019;20/01/2020;12000000000000;48;3;1;22;8;3;1;RS
511600369;1;26/02/2021;28/02/2021;30/06/2021;10/07/2021;07/04/2022;12000000000000;24;3;1;22;8;99;1;PR
505583142;2;01/11/2017;30/11/2017;20/03/2018;20/04/2018;20/08/2018;12000000000000;48;3;1;22;8;3;1;SC
510548881;1;15/10/2020;15/11/2020;01/02/2021;30/03/2021;15/07/2021;12000000000000;48;9;1;22;0;99;1;SC
512238481;1;11/09/2021;10/11/2021;14/02/2022;16/04/2022;15/06/2022;12000000000000;48;3;1;22;8;99;50;PR
510810961;1;26/08/2020;30/08/2020;10/12/2020;20/12/2020;17/09/2021;12000000000000;86;9;0;22;0;99;1;SC
508920137;1;;;;;;;;;;;;;;
512530392;1;01/11/2021;30/11/2021;05/04/2022;20/05/2022;20/07/2022;12000000000000;48;9;1;22;8;99;50;RS
508927155;1;01/09/2019;30/09/2019;01/06/2020;30/06/2020;17/08/2020;12000000000000;48;2;1;22;8;6;1;RS
512261191;1;11/09/2021;11/10/2021;10/03/2022;30/03/2022;20/06/2022;12000000000000;48;3;1;22;8;1;1;RS
506212266;1;20/02/2018;20/02/2018;15/07/2018;15/07/2018;15/06/2019;12000000000000;48;3;1;22;3;1;1;PR
510368960;1;05/08/2020;20/08/2020;15/01/2021;30/01/2021;01/05/2021;12000000000000;48;3;1;22;8;1;1;RS
511814348;1;15/05/2021;15/05/2021;01/10/2021;04/10/2021;07/03/2022;12000000000000;79;3;1;22;8;1;1;PR
511911774;1;15/07/2021;30/08/2021;22/12/2021;06/02/2022;20/03/2022;12000000000000;17;2;1;22;0;1;1;SC
509489986;1;28/10/2019;31/10/2019;21/03/2020;24/03/2020;20/06/2020;12000000000000;48;2;1;22;8;2;1;SC
511532957;1;13/02/2021;15/02/2021;23/06/2021;25/06/2021;15/09/2021;12000000000000;48;3;1;22;3;1;1;PR
511885676;1;25/05/2021;05/06/2021;25/10/2021;09/11/2021;24/02/2022;12000000000000;48;3;1;22;8;3;1;RS
512296044;1;01/11/2021;15/11/2021;01/03/2022;31/03/2022;13/07/2022;12000000000000;48;3;1;22;8;3;1;RS
512940203;1;23/10/2021;30/10/2021;25/01/2022;28/01/2022;24/08/2022;12000000000000;48;3;1;22;8;1;1;PR
514119307;1;28/06/2022;10/07/2022;20/10/2022;30/10/2022;25/04/2023;12000000000000;24;3;1;22;8;2;1;RS
512438931;1;11/08/2021;15/08/2021;10/12/2021;15/12/2021;04/04/2022;12000000000000;48;2;1;22;8;99;1;RS
512588847;1;20/10/2021;20/12/2021;10/03/2022;10/05/2022;13/09/2022;12000000000000;48;9;1;22;8;99;1;RS
507087147;1;01/07/2018;30/07/2018;01/05/2020;13/05/2020;10/10/2020;12000000000000;48;3;1;23;0;1;50;PR
511483142;1;20/02/2021;25/02/2021;15/06/2021;30/06/2021;20/09/2021;12000000000000;48;3;1;22;8;8;1;PR
506062047;1;25/01/2018;30/01/2018;15/06/2018;30/06/2018;19/10/2018;12000000000000;79;3;1;22;8;1;1;PR
508198564;1;20/05/2019;05/06/2019;15/10/2019;05/11/2019;22/01/2020;12000000000000;17;3;1;22;8;1;1;RS
512346803;1;01/10/2021;10/11/2021;01/02/2022;10/02/2022;16/07/2022;12000000000000;48;3;1;22;8;5;1;PR
512807272;1;20/10/2021;10/12/2021;20/03/2022;10/04/2022;21/08/2022;12000000000000;48;2;1;22;8;3;1;RS
510668022;1;18/10/2020;21/10/2020;05/02/2021;08/02/2021;15/08/2021;12000000000000;17;3;1;22;3;1;50;PR
512903337;1;15/10/2021;30/11/2021;30/03/2022;30/03/2022;28/06/2022;12000000000000;48;3;1;22;8;1;1;SC
512622857;1;15/10/2021;20/10/2021;05/03/2022;23/03/2022;16/07/2022;12000000000000;48;3;1;22;8;3;1;PR
513361608;1;19/02/2022;20/02/2022;11/06/2022;12/06/2022;15/08/2022;12000000000000;17;3;1;22;3;1;1;PR
511447414;1;20/02/2021;20/04/2021;20/05/2021;20/07/2021;19/10/2021;12000000000000;48;3;1;22;8;2;1;PR
510649384;1;12/08/2020;18/08/2020;20/01/2021;01/02/2021;03/05/2021;12000000000000;48;3;1;22;8;99;1;RS
507026621;1;11/09/2018;30/10/2018;05/01/2019;25/02/2019;25/05/2019;12000000000000;48;3;1;22;8;1;1;PR
506153012;1;15/02/2018;25/02/2018;01/08/2018;15/08/2018;16/11/2018;12000000000000;48;3;1;24;8;1;50;PR
511730219;1;01/04/2021;31/05/2021;01/10/2021;30/11/2021;16/02/2022;12000000000000;48;3;1;22;8;1;1;BA
508434395;1;24/04/2019;24/04/2019;20/09/2019;23/09/2019;01/12/2019;12000000000000;24;1;1;22;3;1;50;PR
508121999;1;01/06/2019;05/06/2019;09/10/2019;13/10/2019;15/11/2019;12000000000000;48;3;1;22;3;1;50;PR
511546787;1;21/03/2021;31/03/2021;01/08/2021;31/08/2021;04/05/2022;12000000000000;48;3;1;22;8;1;1;MS
10003601;1;01/05/2017;31/05/2017;01/11/2017;30/11/2017;30/01/2018;12000000000000;17;3;1;22;8;3;1;RS
507225037;2;15/10/2018;19/10/2018;10/02/2019;14/02/2019;15/08/2019;12000000000000;48;3;1;22;8;1;1;PR
506206127;1;01/02/2018;31/03/2018;01/08/2018;31/08/2018;28/10/2018;12000000000000;79;3;1;22;8;1;50;PR
512270462;1;20/11/2021;25/11/2021;30/03/2022;04/04/2022;15/06/2022;12000000000000;48;3;1;22;8;1;1;RS
508775376;1;01/11/2019;10/12/2019;20/03/2020;21/04/2020;20/07/2020;12000000000000;48;9;1;22;8;99;1;RS
512641680;1;01/10/2021;31/10/2021;01/05/2022;31/05/2022;16/08/2022;12000000000000;48;2;1;22;8;1;1;RS
508440523;1;21/05/2019;10/06/2019;10/11/2019;15/11/2019;26/06/2020;12000000000000;48;3;1;22;8;3;1;RS
512405342;1;10/09/2021;30/09/2021;01/02/2022;20/02/2022;22/07/2022;12000000000000;48;3;1;22;8;1;1;RS
509687723;1;30/05/2020;30/06/2020;10/10/2020;30/10/2020;11/02/2021;12000000000000;24;3;1;22;8;99;1;RS
508769988;1;01/11/2019;30/12/2019;09/02/2020;08/04/2020;15/06/2020;12000000000000;48;3;1;22;8;1;1;RS
512277623;1;01/11/2021;08/11/2021;02/04/2022;09/04/2022;08/07/2022;12000000000000;48;3;1;22;8;2;50;RS
512236397;1;11/09/2021;10/11/2021;14/02/2022;16/04/2022;15/06/2022;12000000000000;48;3;1;22;8;99;50;PR
509196361;1;01/11/2019;19/12/2019;01/03/2020;30/04/2020;10/07/2020;12000000000000;48;3;1;22;8;8;1;RS
509176379;1;15/12/2019;30/12/2019;15/04/2020;30/04/2020;18/10/2020;12000000000000;48;9;1;22;3;99;1;RS
513793462;1;01/06/2022;10/06/2022;15/10/2022;30/10/2022;28/04/2023;12000000000000;17;9;1;22;8;99;1;SC
512513199;1;11/10/2021;12/11/2021;16/04/2022;30/04/2022;26/08/2022;12000000000000;48;3;1;22;8;99;1;RS
513453553;1;31/01/2022;31/01/2022;01/06/2022;01/06/2022;11/02/2023;12000000000000;110;3;1;22;8;1;1;PR
510068052;1;15/05/2020;30/05/2020;02/10/2020;17/10/2020;14/07/2021;12000000000000;48;3;1;22;8;2;1;PR
510068052;1;15/05/2020;30/05/2020;02/10/2020;17/10/2020;14/07/2021;12000000000000;24;3;1;22;8;2;1;PR
509905957;1;16/06/2020;16/06/2020;05/10/2020;05/10/2020;02/07/2021;12000000000000;24;3;1;22;8;2;1;PR
509905957;1;16/06/2020;16/06/2020;05/10/2020;05/10/2020;02/07/2021;12000000000000;48;3;1;22;8;2;1;PR
508225021;1;01/04/2019;30/04/2019;01/09/2019;30/09/2019;26/11/2019;12000000000000;48;3;1;22;8;1;50;PR
509287919;1;06/02/2020;06/02/2020;20/07/2020;20/07/2020;14/12/2020;12000000000000;48;2;1;22;8;99;50;PR
9832306;1;01/06/2017;30/06/2017;01/11/2017;30/11/2017;04/02/2019;12000000000000;17;3;1;0;8;3;1;RS
512350957;1;15/10/2021;15/12/2021;22/02/2022;24/04/2022;15/06/2022;12000000000000;48;3;1;22;8;1;1;RS
512148551;1;20/06/2021;20/06/2021;28/10/2021;28/10/2021;15/01/2022;12000000000000;79;3;1;22;3;1;1;PR
511520706;1;17/02/2021;20/02/2021;27/06/2021;30/06/2021;15/08/2021;12000000000000;48;3;1;22;3;1;999;PR
508343047;1;01/07/2019;30/08/2019;01/11/2019;30/12/2019;16/04/2020;12000000000000;17;2;1;22;0;1;1;SC
508739543;1;01/11/2019;10/12/2019;15/03/2020;30/04/2020;18/10/2020;12000000000000;48;3;1;22;8;2;1;RS
509908682;1;26/05/2020;27/05/2020;26/09/2020;27/09/2020;03/01/2021;12000000000000;17;3;1;22;8;99;999;PR
512255727;1;15/07/2021;16/08/2021;01/04/2022;03/05/2022;15/06/2022;12000000000000;86;2;1;22;8;11;1;ES
509519306;1;15/02/2020;20/02/2020;26/05/2020;24/07/2020;15/10/2020;12000000000000;48;3;1;22;8;99;1;PR
506666415;1;21/05/2018;10/07/2018;01/10/2018;16/11/2018;04/05/2019;12000000000000;17;2;1;22;3;3;1;RS
510265023;1;20/06/2020;30/07/2020;27/11/2020;06/01/2021;20/04/2021;12000000000000;110;2;7;22;0;1;1;SC
513347475;1;10/01/2022;20/01/2022;10/06/2022;20/06/2022;18/10/2022;12000000000000;86;9;1;22;8;99;1;SC
509039999;1;20/09/2019;21/09/2019;25/01/2020;26/01/2020;20/04/2020;12000000000000;48;3;1;22;8;1;1;PR
512289066;1;15/09/2021;05/10/2021;10/02/2022;10/03/2022;05/06/2022;12000000000000;48;9;1;22;8;99;1;RS
513563339;1;11/05/2022;11/05/2022;29/08/2022;29/08/2022;28/11/2022;12000000000000;24;3;1;22;8;1;1;RS
512352019;1;10/08/2021;31/08/2021;25/12/2021;20/01/2022;20/06/2022;12000000000000;48;3;1;22;8;3;50;RS
510414272;1;21/08/2020;21/10/2020;17/02/2021;17/03/2021;16/06/2021;12000000000000;48;3;1;22;8;1;1;RS
512402202;1;05/11/2021;15/11/2021;25/03/2022;04/04/2022;23/09/2022;12000000000000;48;2;1;22;8;2;1;RS
505066507;1;;;15/04/2018;15/06/2018;07/08/2018;12000000000000;31;3;1;22;0;11;999;RS
513031374;1;28/02/2022;28/02/2022;15/07/2022;01/08/2022;30/12/2022;12000000000000;31;3;1;22;8;1;50;PR
509010227;1;01/10/2019;01/11/2019;03/02/2020;28/02/2020;22/02/2021;12000000000000;48;1;1;22;8;1;1;RS
511827375;1;25/05/2021;30/05/2021;17/10/2021;22/10/2021;15/12/2021;12000000000000;79;3;1;22;3;2;50;PR
512601417;1;01/09/2021;30/09/2021;20/02/2022;20/03/2022;30/06/2022;12000000000000;48;2;1;22;8;1;50;RS
512388565;1;25/10/2021;30/11/2021;01/02/2022;31/03/2022;30/06/2022;12000000000000;48;1;1;22;8;1;1;RS
512387070;1;21/10/2021;30/11/2021;20/03/2022;30/04/2022;30/07/2022;12000000000000;48;2;1;22;8;99;1;RS
513696268;1;15/06/2022;30/06/2022;15/10/2022;05/11/2022;07/03/2023;12000000000000;17;3;1;22;8;3;1;PR
509621520;1;15/02/2020;20/02/2020;26/05/2020;25/07/2020;13/01/2021;12000000000000;48;3;1;22;8;99;1;PR
